MSZoning,LotFrontage,LotArea,Street,LotShape,Utilities,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,MasVnrType,ExterCond,Foundation,BsmtCond,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PoolArea,SaleType,SaleCondition,SalePrice
RL,80,13360,Pave,IR1,AllPub,Crawfor,Norm,1Fam,1Story,7,1921,2006,Gable,CompShg,Wd Sdng,None,Gd,BrkTil,TA,876,GasA,Ex,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1921,Unf,2,432,TA,0,WD,Normal,163500
C (all),60,7200,Pave,Reg,AllPub,OldTown,Norm,2fmCon,2.5Unf,6,1910,1998,Hip,CompShg,MetalSd,None,TA,BrkTil,Fa,1214,GasW,Ex,N,SBrkr,2,4,2,TA,9,Typ,1,Detchd,1900,Unf,2,506,TA,0,WD,Normal,133900
RL,69,9337,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,1997,1997,Gable,CompShg,VinylSd,None,Gd,PConc,TA,824,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,1997,RFn,2,684,TA,0,WD,Normal,204750
RL,NA,9765,Pave,IR2,AllPub,Gilbert,Norm,1Fam,2Story,8,1993,1993,Gable,CompShg,VinylSd,BrkFace,Gd,PConc,Gd,680,GasA,Gd,Y,SBrkr,2,3,1,TA,6,Typ,1,BuiltIn,1993,Fin,2,420,TA,0,WD,Normal,185000
RL,78,10264,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1588,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,1999,RFn,2,472,TA,0,WD,Normal,214000
RL,73,10921,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,HdBoard,BrkFace,TA,CBlock,TA,960,GasA,TA,Y,FuseF,1,3,1,TA,6,Typ,0,Attchd,1965,Fin,1,432,TA,0,WD,Normal,94750
RL,85,10625,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,458,GasA,Fa,N,SBrkr,1,2,1,TA,5,Typ,0,Basment,1920,Unf,1,366,TA,0,COD,Abnorml,83000
RL,77,9320,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,Plywood,None,TA,CBlock,TA,950,GasA,Fa,Y,SBrkr,1,3,1,TA,6,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,128950
RL,NA,10603,Pave,IR1,AllPub,NWAmes,Norm,1Fam,1Story,7,1977,2001,Gable,CompShg,Plywood,BrkFace,TA,PConc,TA,1610,GasA,Gd,Y,SBrkr,2,3,1,Gd,6,Typ,2,Attchd,1977,RFn,2,480,TA,0,WD,Normal,205000
RL,77,9206,Pave,Reg,AllPub,SawyerW,Norm,1Fam,2Story,5,1985,1985,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,741,GasA,TA,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,1985,Fin,2,476,TA,0,WD,Normal,178000
RL,64,7018,Pave,Reg,AllPub,SawyerW,Norm,Duplex,1Story,5,1979,1979,Gable,CompShg,HdBoard,None,Fa,Slab,NA,0,GasA,TA,Y,SBrkr,2,4,2,TA,8,Typ,0,Attchd,1979,Unf,2,410,TA,0,WD,Alloca,118964
RL,94,10402,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,5,2009,2009,Gable,CompShg,VinylSd,None,TA,PConc,TA,1226,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,2009,RFn,3,740,TA,0,WD,Normal,198900
RM,NA,7758,Pave,Reg,AllPub,IDOTRR,Norm,1Fam,1.5Fin,4,1931,1950,Gable,CompShg,Stucco,BrkFace,Fa,PConc,TA,1040,GasA,Ex,Y,FuseF,1,4,1,TA,7,Typ,2,Detchd,1951,Unf,1,240,TA,0,WD,Normal,169500
FV,75,9375,Pave,Reg,AllPub,Somerst,Norm,1Fam,2Story,5,2003,2004,Hip,CompShg,VinylSd,BrkFace,TA,PConc,TA,1053,GasA,Ex,Y,SBrkr,2,3,1,Gd,9,Typ,1,Attchd,2003,RFn,2,648,TA,0,WD,Normal,250000
RM,60,10800,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,7,1885,1995,Mansard,CompShg,VinylSd,None,TA,BrkTil,TA,641,GasA,Gd,Y,SBrkr,1,2,1,TA,6,Typ,0,Detchd,1954,Unf,1,273,Fa,0,WD,Normal,100000
RM,50,6000,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,5,1948,1950,Gable,CompShg,VinylSd,None,TA,CBlock,TA,789,GasA,Ex,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1948,Unf,1,250,TA,0,WD,Partial,115000
RM,85,8500,Pave,Reg,AllPub,IDOTRR,Artery,1Fam,1.5Fin,7,1919,2005,Gable,CompShg,CemntBd,None,TA,CBlock,TA,793,GasW,TA,N,FuseF,2,3,1,Fa,7,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,115000
RL,105,11751,Pave,IR1,AllPub,NWAmes,Norm,1Fam,1Story,6,1977,1977,Hip,CompShg,Plywood,BrkFace,TA,CBlock,TA,1844,GasA,Ex,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1977,RFn,2,546,TA,0,COD,Normal,190000
RL,75,9525,Pave,Reg,AllPub,Edwards,Norm,1Fam,1.5Fin,4,1954,1972,Gable,CompShg,Wd Sdng,None,TA,CBlock,Fa,994,GasA,Gd,Y,SBrkr,2,4,1,TA,7,Typ,0,Attchd,1954,Unf,1,325,TA,0,WD,Normal,136900
RL,NA,7750,Pave,IR1,AllPub,Gilbert,Norm,1Fam,SLvl,5,2000,2000,Gable,CompShg,VinylSd,None,TA,PConc,TA,384,GasA,Ex,Y,SBrkr,2,3,1,TA,7,Typ,1,BuiltIn,2000,Fin,2,400,TA,0,WD,Normal,180000
RL,77,9965,Pave,Reg,AllPub,CollgCr,Norm,1Fam,2Story,5,2007,2007,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1264,GasA,Ex,Y,SBrkr,2,4,1,Ex,10,Typ,1,BuiltIn,2007,Fin,3,792,TA,0,New,Partial,383970
RL,NA,21000,Pave,Reg,AllPub,Crawfor,Norm,1Fam,1Story,5,1953,1953,Hip,CompShg,Wd Sdng,BrkFace,Gd,CBlock,TA,1809,GasA,TA,Y,SBrkr,2,3,1,Gd,7,Typ,2,Basment,1953,Unf,2,450,TA,0,COD,Abnorml,217000
RL,61,7259,Pave,IR1,AllPub,Crawfor,Norm,1Fam,2Story,8,1945,2002,Gambrel,CompShg,Wd Sdng,None,TA,CBlock,TA,1028,GasA,Ex,Y,SBrkr,2,3,1,Gd,9,Typ,1,Detchd,1945,Unf,1,180,TA,0,WD,Normal,259500
FV,34,3230,Pave,Reg,AllPub,Somerst,Norm,TwnhsE,2Story,5,1999,1999,Gable,CompShg,MetalSd,BrkFace,TA,PConc,TA,729,GasA,Gd,Y,SBrkr,2,2,1,TA,5,Typ,1,Detchd,1999,Unf,2,440,TA,0,WD,Normal,176000
RL,NA,11616,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,Wd Sdng,BrkFace,TA,CBlock,TA,1092,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1962,Unf,1,288,TA,0,WD,Normal,139000
RL,74,8536,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,None,TA,PConc,TA,1125,GasA,Gd,Y,SBrkr,1,2,1,TA,5,Typ,0,Attchd,2007,Unf,2,430,TA,0,New,Partial,155000
RL,90,12376,Pave,Reg,AllPub,SawyerW,Norm,1Fam,2Story,5,1990,1990,Hip,CompShg,Plywood,None,TA,PConc,TA,1673,GasA,Gd,Y,SBrkr,3,5,1,Gd,11,Typ,2,Attchd,1990,Unf,3,594,TA,0,WD,Normal,320000
RL,65,8461,Pave,Reg,AllPub,CollgCr,Norm,1Fam,2Story,5,2005,2006,Gable,CompShg,VinylSd,None,TA,PConc,TA,728,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,2005,Fin,2,390,TA,0,New,Partial,163990
RL,NA,21453,Pave,IR1,AllPub,ClearCr,Norm,1Fam,SLvl,5,1969,1969,Flat,Metal,Plywood,None,TA,CBlock,TA,938,GasA,Ex,Y,SBrkr,1,1,1,TA,4,Typ,2,Attchd,1969,Unf,2,540,TA,0,WD,Normal,180000
RM,50,6060,Pave,Reg,AllPub,IDOTRR,Norm,1Fam,1.5Fin,5,1939,1950,Gable,CompShg,AsbShng,None,TA,PConc,TA,732,GasA,Gd,Y,SBrkr,1,3,1,TA,4,Typ,0,Detchd,1979,Unf,1,264,TA,0,WD,Normal,100000
RL,75,9464,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1958,1958,Hip,CompShg,MetalSd,BrkFace,Gd,CBlock,TA,1080,GasA,Gd,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1958,Unf,1,288,TA,0,WD,Normal,136000
RL,55,7892,Pave,Reg,AllPub,SawyerW,Norm,TwnhsE,1Story,5,1993,1993,Gable,CompShg,Plywood,None,TA,PConc,TA,1199,GasA,Ex,Y,SBrkr,2,2,1,Gd,5,Typ,0,Attchd,1993,RFn,2,530,TA,0,WD,Normal,153900
RL,48,17043,Pave,IR1,AllPub,NWAmes,Norm,1Fam,1Story,5,1979,1998,Gable,CompShg,HdBoard,None,Gd,CBlock,Fa,1362,GasA,TA,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1979,Unf,2,435,TA,0,WD,Normal,181000
RM,60,6780,Pave,Reg,AllPub,IDOTRR,Norm,2fmCon,1.5Fin,8,1935,1982,Gable,CompShg,Wd Sdng,None,Fa,CBlock,TA,520,GasA,Gd,N,SBrkr,1,2,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,84500
RL,NA,4928,Pave,IR1,AllPub,NPkVill,Norm,TwnhsE,1Story,5,1976,1976,Gable,CompShg,Plywood,None,TA,CBlock,TA,1078,GasA,TA,Y,SBrkr,2,2,1,TA,5,Typ,1,Attchd,1977,RFn,2,440,TA,0,WD,Normal,128000
RM,55,4388,Pave,IR1,AllPub,OldTown,Feedr,1Fam,1.5Unf,7,1930,1950,Gable,CompShg,WdShing,None,Gd,BrkTil,TA,672,GasA,Ex,Y,SBrkr,1,3,1,TA,5,Typ,1,NA,NA,NA,0,0,NA,0,WD,Normal,87000
RL,69,7590,Pave,Reg,AllPub,NAmes,PosN,1Fam,2Story,5,1966,1966,Gable,CompShg,VinylSd,BrkFace,TA,CBlock,TA,660,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1966,RFn,2,453,TA,0,WD,Normal,155000
RL,69,8973,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1958,1991,Gable,CompShg,Plywood,BrkFace,TA,CBlock,TA,1008,GasA,TA,Y,FuseA,1,3,1,Ex,6,Typ,0,2Types,1998,RFn,2,750,TA,0,WD,Abnorml,150000
RL,88,14200,Pave,Reg,AllPub,NAmes,Norm,1Fam,2Story,6,1966,1966,Gable,CompShg,MetalSd,BrkFace,TA,CBlock,TA,924,GasA,Ex,Y,SBrkr,2,4,1,Gd,8,Typ,2,Attchd,1966,Fin,2,487,TA,0,WD,Normal,226000
RL,NA,12224,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2000,2000,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,992,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,BuiltIn,2000,RFn,2,390,TA,0,WD,Normal,244000
RL,75,7388,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,6,1959,2002,Gable,CompShg,MetalSd,None,TA,CBlock,TA,1063,GasA,Gd,Y,SBrkr,1,3,1,Gd,7,Typ,0,Detchd,1974,Unf,2,624,TA,0,WD,Normal,150750
RL,NA,6853,Pave,IR1,AllPub,Timber,Norm,1Fam,1Story,5,2001,2002,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1267,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,0,Attchd,2001,Fin,2,471,TA,0,WD,Normal,220000
RL,78,10335,Pave,IR1,AllPub,Sawyer,Norm,1Fam,1Story,6,1968,1993,Gable,CompShg,Plywood,None,TA,CBlock,TA,1461,GasA,Gd,Y,SBrkr,2,3,1,TA,7,Min1,1,Attchd,1968,RFn,2,440,TA,0,WD,Normal,180000
RL,80,10400,Pave,Reg,AllPub,NWAmes,Norm,1Fam,1Story,6,1970,1970,Hip,CompShg,Plywood,BrkFace,TA,PConc,TA,1304,GasA,Gd,Y,SBrkr,2,3,1,TA,7,Typ,1,Attchd,1970,Unf,2,530,TA,0,WD,Normal,174000
RL,NA,10355,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,MetalSd,BrkFace,TA,CBlock,TA,1214,GasA,TA,Y,SBrkr,2,3,1,TA,5,Typ,1,Attchd,1967,RFn,1,318,TA,0,WD,Normal,143000
RL,82,11070,Pave,Reg,AllPub,Mitchel,Norm,Duplex,1Story,5,1988,1989,Gable,CompShg,VinylSd,BrkFace,TA,CBlock,TA,1907,GasA,Gd,Y,SBrkr,3,5,2,TA,9,Typ,0,2Types,1989,Unf,3,766,TA,0,WD,Family,171000
RL,73,9066,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,1999,2000,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1004,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,2,Attchd,1999,Fin,3,660,TA,0,WD,Normal,230000
RL,65,15426,Pave,IR1,AllPub,CollgCr,Norm,1Fam,2Story,5,1997,1997,Gable,CompShg,VinylSd,None,TA,PConc,TA,928,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,1997,RFn,2,470,TA,0,WD,Normal,231500
RL,70,10500,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,5,1971,1971,Gable,CompShg,HdBoard,None,TA,CBlock,TA,864,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,1,NA,NA,NA,0,0,NA,0,ConLI,Normal,115000
RL,78,11645,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,5,2005,2005,Gable,CompShg,VinylSd,None,TA,PConc,TA,1734,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,0,Attchd,2005,Fin,2,660,TA,0,WD,Normal,260000
RL,71,8520,Pave,Reg,AllPub,NAmes,Artery,1Fam,1.5Fin,4,1952,1952,Gable,CompShg,BrkFace,None,Fa,CBlock,TA,910,GasA,Fa,Y,SBrkr,2,4,1,TA,6,Typ,0,Detchd,2000,Unf,2,720,TA,0,WD,Normal,166000
RL,78,10335,Pave,IR1,AllPub,CollgCr,Norm,1Fam,1Story,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1490,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Typ,0,Attchd,1999,RFn,2,577,TA,0,WD,Normal,204000
RM,70,9100,Pave,Reg,AllPub,Sawyer,RRAe,Duplex,1Story,5,1963,1963,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,1728,GasA,TA,Y,SBrkr,2,6,2,TA,10,Typ,0,Detchd,1963,Unf,2,504,TA,0,ConLI,Abnorml,125000
RM,24,2522,Pave,Reg,AllPub,Edwards,Norm,Twnhs,2Story,5,2004,2006,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,970,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Maj1,0,Detchd,2004,Unf,2,380,TA,0,WD,Normal,130000
RM,51,6120,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1Story,7,1931,1993,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,715,GasA,TA,Y,FuseA,1,2,1,TA,5,Typ,0,Detchd,1931,Unf,1,180,TA,0,WD,Normal,105000
RL,NA,9505,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2001,2001,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,884,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,BuiltIn,2001,Fin,2,434,TA,0,WD,Normal,222500
RL,63,7500,Pave,Reg,AllPub,SawyerW,Norm,1Fam,1Story,5,2004,2005,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1080,GasA,Ex,Y,SBrkr,1,3,1,Gd,6,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,141000
RM,NA,6240,Pave,Reg,AllPub,BrkSide,Norm,1Fam,1.5Fin,4,1936,1950,Gable,CompShg,MetalSd,None,TA,BrkTil,TA,896,GasA,Gd,Y,FuseA,1,3,1,TA,7,Typ,0,Detchd,1936,Unf,1,240,TA,0,WD,Normal,115000
RL,120,10356,Pave,Reg,AllPub,CollgCr,Norm,1Fam,1Story,6,1975,1975,Gable,CompShg,HdBoard,None,TA,CBlock,TA,969,GasA,TA,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1975,Unf,2,440,TA,0,WD,Normal,122000
RL,107,13891,Pave,Reg,AllPub,NridgHt,Norm,1Fam,1Story,5,2007,2008,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,1710,GasA,Ex,Y,SBrkr,2,2,1,Gd,6,Typ,1,Attchd,2007,RFn,3,866,TA,0,New,Partial,372402
RL,NA,14803,Pave,IR1,AllPub,NWAmes,Norm,1Fam,2Story,5,1971,1971,Gable,CompShg,HdBoard,BrkFace,TA,CBlock,TA,825,GasA,Gd,Y,SBrkr,2,4,1,TA,8,Typ,1,Attchd,1971,RFn,2,495,TA,0,WD,Normal,190000
RL,NA,13500,Pave,Reg,AllPub,ClearCr,Norm,1Fam,1Story,7,1960,1975,Flat,CompShg,BrkFace,None,TA,CBlock,TA,1602,GasA,Gd,Y,SBrkr,1,1,1,TA,4,Typ,1,Attchd,1960,RFn,2,564,TA,0,WD,Normal,235000
RM,84,11340,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,5,1923,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,1200,GasA,TA,Y,FuseA,1,4,1,TA,7,Typ,0,Detchd,1923,Unf,1,312,Fa,0,WD,Family,125000
RL,60,9600,Pave,Reg,AllPub,Edwards,Artery,1Fam,1.5Fin,5,1924,1950,Gable,CompShg,Wd Sdng,None,TA,BrkTil,TA,572,Grav,Fa,N,FuseF,1,2,1,TA,5,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,79000
RL,60,7200,Pave,Reg,AllPub,NAmes,Norm,1Fam,1Story,7,1950,1950,Hip,CompShg,Wd Sdng,None,TA,CBlock,NA,0,GasA,TA,Y,FuseF,1,2,1,TA,5,Typ,0,Detchd,1950,Unf,2,625,TA,0,WD,Normal,109500
RL,92,12003,Pave,Reg,AllPub,Timber,Norm,1Fam,2Story,5,2009,2010,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,774,GasA,Ex,Y,SBrkr,2,4,1,Ex,8,Typ,1,BuiltIn,2009,Fin,3,680,TA,0,New,Partial,269500
FV,100,12552,Pave,Reg,AllPub,Somerst,Norm,1Fam,2Story,5,2004,2005,Gable,CompShg,VinylSd,None,TA,PConc,TA,991,GasA,Ex,Y,SBrkr,2,3,1,Gd,8,Typ,1,Attchd,2004,RFn,2,678,TA,0,WD,Normal,254900
RL,134,19378,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2005,2006,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1392,GasA,Ex,Y,SBrkr,2,4,1,Gd,9,Typ,1,Attchd,2006,RFn,2,576,TA,0,New,Partial,320000
RL,NA,11120,Pave,IR1,AllPub,Veenker,Norm,1Fam,1Story,6,1984,1984,Gable,CompShg,Plywood,None,TA,PConc,TA,1232,GasA,TA,Y,SBrkr,2,3,1,TA,6,Typ,0,Attchd,1984,Unf,2,516,TA,0,WD,Normal,162500
RL,110,13688,Pave,IR1,AllPub,NridgHt,Norm,1Fam,2Story,5,2003,2004,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1572,GasA,Ex,Y,SBrkr,2,3,1,Ex,10,Typ,2,BuiltIn,2003,Fin,3,726,TA,0,WD,Normal,412500
RL,95,12182,Pave,Reg,AllPub,NridgHt,Norm,1Fam,1Story,5,2005,2005,Gable,CompShg,VinylSd,BrkFace,TA,PConc,TA,1541,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2005,RFn,2,532,TA,0,New,Partial,220000
RL,55,5500,Pave,Reg,AllPub,OldTown,Norm,1Fam,1.5Unf,6,1956,1956,Gable,CompShg,MetalSd,None,TA,CBlock,TA,882,GasA,Ex,Y,SBrkr,1,1,1,TA,4,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,103200
RM,40,5400,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,7,1926,2004,Gable,CompShg,MetalSd,None,Gd,BrkTil,TA,1149,GasA,Gd,Y,FuseA,2,3,1,Gd,5,Typ,0,Detchd,1926,Unf,1,216,TA,0,WD,Normal,152000
RL,62,10106,Pave,Reg,AllPub,Edwards,Norm,2fmCon,1.5Fin,7,1940,1999,Gable,CompShg,Wd Sdng,None,Gd,BrkTil,TA,644,GasA,Gd,Y,SBrkr,2,4,2,TA,6,Typ,0,NA,NA,NA,0,0,NA,0,WD,Normal,127500
RL,NA,10708,Pave,IR1,AllPub,ClearCr,Norm,1Fam,1Story,5,1955,1993,Hip,CompShg,Wd Sdng,None,TA,CBlock,TA,1617,GasA,Ex,Y,FuseA,1,2,1,TA,7,Typ,3,Attchd,1955,Fin,1,303,TA,0,COD,Normal,190000
RL,86,10562,Pave,Reg,AllPub,NridgHt,Norm,1Fam,2Story,5,2007,2007,Gable,CompShg,VinylSd,Stone,TA,PConc,TA,1582,GasA,Ex,Y,SBrkr,1,3,1,Ex,8,Typ,1,Attchd,2007,Fin,3,789,TA,0,New,Partial,325624
RL,62,8244,Pave,IR1,AllPub,Gilbert,Norm,1Fam,2Story,5,2004,2004,Gable,CompShg,VinylSd,None,TA,PConc,TA,840,GasA,Ex,Y,SBrkr,2,3,1,Gd,7,Typ,1,Attchd,2004,Fin,2,440,TA,0,WD,Normal,183500
RL,NA,16669,Pave,IR1,AllPub,Timber,Norm,1Fam,1Story,6,1981,1981,Hip,WdShake,Plywood,BrkFace,TA,CBlock,TA,1686,GasA,TA,Y,SBrkr,2,2,1,TA,6,Typ,1,Attchd,1981,RFn,2,511,TA,0,WD,Normal,228000
RM,NA,12358,Pave,IR1,AllPub,OldTown,Feedr,1Fam,1.5Fin,6,1941,1950,Gable,CompShg,MetalSd,None,TA,CBlock,TA,720,GasA,TA,Y,SBrkr,1,2,1,TA,7,Typ,0,Detchd,1991,Unf,2,660,TA,0,WD,Normal,128500
RL,141,31770,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,5,1960,1960,Hip,CompShg,BrkFace,Stone,TA,CBlock,Gd,1080,GasA,Fa,Y,SBrkr,1,3,1,TA,7,Typ,2,Attchd,1960,Fin,2,528,TA,0,WD,Normal,215000
RL,44,5306,Pave,IR1,AllPub,StoneBr,Norm,TwnhsE,2Story,7,1987,1987,Gable,CompShg,HdBoard,None,Gd,PConc,Gd,1064,GasA,Gd,Y,SBrkr,2,2,1,Gd,5,Typ,1,Attchd,1987,RFn,2,504,TA,0,WD,Normal,239000
RL,80,10197,Pave,IR1,AllPub,NAmes,Norm,1Fam,1Story,5,1961,1961,Gable,CompShg,WdShing,BrkCmn,TA,CBlock,TA,1362,GasA,TA,Y,SBrkr,1,3,1,TA,6,Typ,1,Attchd,1961,Unf,2,504,TA,0,COD,Normal,163000
RL,47,12416,Pave,IR1,AllPub,Timber,Norm,1Fam,1Story,5,1986,1986,Gable,CompShg,VinylSd,Stone,TA,CBlock,Fa,1606,GasA,TA,Y,SBrkr,2,3,1,TA,7,Min2,1,Attchd,1986,Fin,2,616,TA,0,WD,Normal,184000
RL,84,12615,Pave,Reg,AllPub,Edwards,Norm,1Fam,1Story,7,1950,2001,Gable,CompShg,WdShing,None,TA,CBlock,Gd,1202,GasA,TA,Y,SBrkr,2,4,1,Gd,7,Typ,1,Attchd,1950,Unf,2,576,TA,0,WD,Normal,243000
RL,97,10029,Pave,IR1,AllPub,ClearCr,Norm,1Fam,2Story,5,1988,1989,Gable,CompShg,Plywood,BrkFace,TA,PConc,TA,1151,GasA,TA,Y,SBrkr,2,4,1,TA,8,Typ,1,Attchd,1988,Unf,2,521,TA,0,WD,Normal,211000
RL,NA,13650,Pave,Reg,AllPub,Sawyer,Norm,1Fam,1.5Fin,5,1958,1958,Gable,CompShg,MetalSd,None,Gd,CBlock,TA,1052,GasA,Ex,Y,SBrkr,2,4,1,Gd,8,Typ,1,Attchd,1958,Unf,2,451,TA,0,WD,Normal,172500
RL,63,17423,Pave,IR1,AllPub,StoneBr,Norm,1Fam,1Story,5,2008,2009,Hip,CompShg,VinylSd,Stone,TA,PConc,TA,2216,GasA,Ex,Y,SBrkr,2,1,1,Ex,9,Typ,1,Attchd,2009,Fin,3,1166,TA,0,New,Partial,501837
RM,60,8520,Pave,Reg,AllPub,OldTown,Norm,1Fam,1Story,6,1923,2006,Gable,CompShg,Wd Sdng,None,TA,CBlock,TA,968,GasA,TA,Y,SBrkr,1,2,1,TA,5,Typ,0,Detchd,1935,Unf,2,480,TA,0,WD,Normal,100000
FV,NA,2117,Pave,Reg,AllPub,Somerst,Norm,Twnhs,2Story,5,2000,2000,Gable,CompShg,MetalSd,BrkFace,TA,PConc,TA,756,GasA,Ex,Y,SBrkr,2,3,1,Gd,5,Typ,1,Detchd,2000,Unf,2,440,TA,0,WD,Normal,177000
RL,54,7588,Pave,Reg,AllPub,Crawfor,Norm,1Fam,2Story,6,1920,1950,Gable,CompShg,Stucco,None,TA,BrkTil,TA,793,GasA,Gd,Y,SBrkr,1,4,1,TA,9,Typ,1,Detchd,1920,Unf,1,216,TA,0,WD,Normal,200100
RL,60,9060,Pave,Reg,AllPub,Edwards,Artery,1Fam,1Story,6,1957,2006,Hip,CompShg,Wd Sdng,BrkFace,TA,PConc,NA,0,GasA,Ex,Y,SBrkr,1,3,1,TA,7,Typ,1,Attchd,1957,RFn,1,252,TA,0,WD,Normal,120000
RM,63,11426,Pave,Reg,AllPub,OldTown,Norm,1Fam,1.5Fin,5,2003,2003,Gable,CompShg,VinylSd,None,TA,PConc,TA,1362,GasA,Ex,Y,SBrkr,2,3,1,Gd,6,Mod,0,Detchd,2003,Unf,2,484,TA,0,WD,Normal,200000
RL,92,7438,Pave,IR1,AllPub,BrkSide,RRAn,1Fam,1.5Fin,8,1908,1991,Gable,CompShg,AsbShng,None,TA,PConc,TA,504,GasA,Gd,Y,SBrkr,1,3,1,TA,5,Typ,0,Attchd,1986,Unf,2,576,TA,0,WD,Normal,127000
RM,90,22950,Pave,IR2,AllPub,OldTown,Artery,1Fam,2.5Fin,9,1892,1993,Gable,WdShngl,Wd Sdng,None,Gd,BrkTil,TA,1107,GasA,Ex,Y,SBrkr,2,4,1,Ex,12,Typ,2,Detchd,1993,Unf,3,840,TA,0,WD,Normal,475000
